employee_id,leave_type,start_date,end_date,days,status
EMP0085,Earned Leave,2026-02-24,2026-02-25,1,Rejected
EMP0085,Casual Leave,2026-02-24,2026-03-01,5,Rejected
EMP0086,Casual Leave,2026-01-16,2026-01-19,3,Pending
EMP0086,Sick Leave,2026-02-18,2026-02-22,4,Pending
EMP0087,Earned Leave,2025-08-25,2025-08-30,5,Approved
EMP0087,Sick Leave,2025-10-14,2025-10-16,2,Pending
EMP0087,Sick Leave,2026-03-15,2026-03-20,5,Pending
EMP0087,Sick Leave,2025-11-08,2025-11-12,4,Approved
EMP0087,Sick Leave,2026-02-24,2026-02-26,2,Approved
EMP0087,Casual Leave,2025-06-04,2025-06-07,3,Rejected
EMP0088,Earned Leave,2025-12-04,2025-12-07,3,Approved
EMP0088,Earned Leave,2025-09-21,2025-09-26,5,Approved
EMP0089,Earned Leave,2025-12-13,2025-12-15,2,Pending
EMP0089,Sick Leave,2025-10-26,2025-10-28,2,Pending
EMP0089,Sick Leave,2025-09-15,2025-09-16,1,Rejected
EMP0089,Casual Leave,2026-02-18,2026-02-19,1,Pending
EMP0089,Earned Leave,2025-04-23,2025-04-28,5,Pending
EMP0089,Sick Leave,2025-10-18,2025-10-20,2,Rejected
EMP0089,Casual Leave,2025-08-14,2025-08-15,1,Pending
EMP0089,Sick Leave,2026-02-10,2026-02-11,1,Pending
EMP0090,Sick Leave,2025-06-11,2025-06-14,3,Rejected
EMP0090,Earned Leave,2026-02-28,2026-03-05,5,Pending
EMP0090,Earned Leave,2026-02-22,2026-02-24,2,Rejected
EMP0090,Sick Leave,2025-05-11,2025-05-14,3,Rejected
EMP0090,Sick Leave,2026-02-03,2026-02-07,4,Pending
EMP0091,Sick Leave,2025-12-21,2025-12-26,5,Rejected
EMP0091,Casual Leave,2025-10-28,2025-10-29,1,Rejected
EMP0091,Earned Leave,2025-07-03,2025-07-05,2,Approved
EMP0091,Sick Leave,2026-01-12,2026-01-14,2,Rejected
EMP0091,Casual Leave,2026-03-15,2026-03-20,5,Pending
EMP0091,Casual Leave,2025-05-12,2025-05-16,4,Pending
EMP0091,Sick Leave,2025-05-30,2025-06-01,2,Rejected
EMP0091,Casual Leave,2025-06-09,2025-06-11,2,Approved
EMP0092,Sick Leave,2026-01-14,2026-01-15,1,Pending
EMP0092,Casual Leave,2025-08-06,2025-08-08,2,Pending
EMP0092,Casual Leave,2025-10-03,2025-10-04,1,Pending
EMP0092,Sick Leave,2025-09-19,2025-09-24,5,Rejected
EMP0092,Casual Leave,2025-06-13,2025-06-14,1,Rejected
EMP0092,Earned Leave,2025-11-23,2025-11-26,3,Pending
EMP0093,Earned Leave,2025-06-06,2025-06-08,2,Approved
EMP0093,Sick Leave,2025-10-16,2025-10-17,1,Approved
EMP0093,Sick Leave,2025-11-29,2025-12-03,4,Approved
EMP0093,Casual Leave,2026-03-11,2026-03-14,3,Pending
EMP0093,Casual Leave,2025-09-12,2025-09-17,5,Pending
EMP0093,Sick Leave,2025-04-20,2025-04-21,1,Pending
EMP0093,Sick Leave,2025-05-29,2025-05-30,1,Pending
EMP0093,Sick Leave,2025-10-29,2025-10-31,2,Rejected
EMP0094,Sick Leave,2025-08-25,2025-08-30,5,Rejected
EMP0094,Sick Leave,2026-01-09,2026-01-10,1,Pending
EMP0095,Sick Leave,2025-09-18,2025-09-19,1,Rejected
EMP0095,Casual Leave,2025-09-02,2025-09-06,4,Rejected
EMP0095,Sick Leave,2025-07-04,2025-07-06,2,Rejected
EMP0095,Casual Leave,2025-05-11,2025-05-12,1,Pending
EMP0096,Earned Leave,2026-03-15,2026-03-17,2,Rejected
EMP0096,Sick Leave,2026-02-11,2026-02-16,5,Approved
EMP0096,Earned Leave,2026-01-17,2026-01-21,4,Rejected
EMP0096,Earned Leave,2025-06-20,2025-06-22,2,Approved
EMP0096,Sick Leave,2025-09-04,2025-09-06,2,Rejected
EMP0096,Earned Leave,2025-12-22,2025-12-24,2,Rejected
EMP0097,Earned Leave,2025-04-08,2025-04-12,4,Rejected
EMP0097,Earned Leave,2026-01-29,2026-01-31,2,Rejected
EMP0097,Sick Leave,2025-11-19,2025-11-24,5,Rejected
EMP0098,Earned Leave,2026-03-25,2026-03-29,4,Pending
EMP0098,Sick Leave,2026-03-11,2026-03-13,2,Approved
EMP0098,Casual Leave,2025-08-07,2025-08-10,3,Pending
EMP0098,Earned Leave,2025-07-01,2025-07-06,5,Approved
EMP0099,Earned Leave,2025-07-19,2025-07-23,4,Approved
EMP0099,Sick Leave,2026-01-22,2026-01-24,2,Rejected
EMP0099,Casual Leave,2025-04-09,2025-04-12,3,Approved
EMP0099,Earned Leave,2025-11-25,2025-11-26,1,Approved
EMP0099,Earned Leave,2025-12-11,2025-12-15,4,Approved
EMP0099,Earned Leave,2025-08-24,2025-08-28,4,Approved
EMP0099,Sick Leave,2025-10-24,2025-10-29,5,Approved
EMP0099,Sick Leave,2025-10-24,2025-10-25,1,Approved
EMP0100,Sick Leave,2025-07-06,2025-07-08,2,Rejected
EMP0100,Earned Leave,2025-06-12,2025-06-16,4,Rejected
EMP0101,Earned Leave,2025-11-18,2025-11-23,5,Rejected
EMP0101,Casual Leave,2025-06-04,2025-06-07,3,Approved
EMP0101,Earned Leave,2026-02-04,2026-02-09,5,Pending
EMP0101,Casual Leave,2025-05-12,2025-05-15,3,Rejected
EMP0101,Earned Leave,2026-03-15,2026-03-17,2,Approved
EMP0101,Sick Leave,2025-11-19,2025-11-23,4,Rejected
EMP0102,Casual Leave,2025-11-13,2025-11-18,5,Pending
EMP0102,Earned Leave,2026-02-08,2026-02-12,4,Pending
EMP0102,Sick Leave,2025-11-18,2025-11-23,5,Pending
EMP0102,Casual Leave,2025-10-13,2025-10-17,4,Rejected
EMP0102,Casual Leave,2026-03-03,2026-03-05,2,Approved
EMP0103,Casual Leave,2026-01-28,2026-02-02,5,Pending
EMP0103,Sick Leave,2025-06-21,2025-06-23,2,Approved
EMP0103,Casual Leave,2025-08-15,2025-08-19,4,Approved
EMP0104,Earned Leave,2025-09-09,2025-09-10,1,Pending
EMP0104,Sick Leave,2025-12-10,2025-12-12,2,Pending
EMP0104,Casual Leave,2025-11-24,2025-11-25,1,Approved
EMP0104,Casual Leave,2025-11-30,2025-12-02,2,Rejected
EMP0104,Casual Leave,2026-02-01,2026-02-03,2,Pending
EMP0104,Earned Leave,2025-06-13,2025-06-16,3,Approved
EMP0105,Casual Leave,2025-08-17,2025-08-21,4,Rejected
EMP0105,Sick Leave,2025-04-07,2025-04-09,2,Pending
EMP0105,Casual Leave,2026-02-24,2026-02-28,4,Rejected
EMP0105,Casual Leave,2026-03-18,2026-03-19,1,Approved
EMP0105,Casual Leave,2025-07-10,2025-07-15,5,Approved
EMP0105,Earned Leave,2025-09-16,2025-09-20,4,Pending
EMP0106,Casual Leave,2025-12-21,2025-12-22,1,Rejected
EMP0106,Sick Leave,2025-09-30,2025-10-02,2,Pending
EMP0106,Casual Leave,2025-04-02,2025-04-03,1,Approved
EMP0106,Earned Leave,2025-11-26,2025-11-29,3,Pending
EMP0106,Casual Leave,2025-11-11,2025-11-14,3,Pending
EMP0106,Casual Leave,2025-10-26,2025-10-27,1,Rejected
EMP0107,Sick Leave,2025-09-15,2025-09-20,5,Approved
EMP0107,Casual Leave,2025-04-30,2025-05-02,2,Rejected
EMP0107,Earned Leave,2026-02-12,2026-02-15,3,Rejected
EMP0107,Earned Leave,2025-10-15,2025-10-19,4,Approved
EMP0108,Earned Leave,2025-10-26,2025-10-27,1,Pending
EMP0108,Earned Leave,2025-10-01,2025-10-03,2,Approved
EMP0108,Sick Leave,2025-08-05,2025-08-06,1,Rejected
EMP0108,Earned Leave,2025-06-10,2025-06-11,1,Rejected
EMP0108,Casual Leave,2026-01-21,2026-01-26,5,Pending
EMP0108,Casual Leave,2025-03-30,2025-03-31,1,Rejected
EMP0108,Earned Leave,2026-03-21,2026-03-22,1,Pending
EMP0109,Casual Leave,2026-02-13,2026-02-18,5,Approved
EMP0109,Earned Leave,2025-07-28,2025-08-02,5,Rejected
EMP0109,Sick Leave,2025-05-08,2025-05-10,2,Rejected
EMP0109,Sick Leave,2025-12-05,2025-12-08,3,Approved
EMP0110,Sick Leave,2025-12-01,2025-12-02,1,Rejected
EMP0110,Casual Leave,2025-09-19,2025-09-22,3,Pending
EMP0110,Sick Leave,2025-06-25,2025-06-27,2,Pending
EMP0111,Casual Leave,2025-07-13,2025-07-15,2,Rejected
EMP0111,Sick Leave,2025-11-11,2025-11-14,3,Rejected
EMP0111,Sick Leave,2025-04-16,2025-04-17,1,Rejected
EMP0111,Casual Leave,2026-01-27,2026-01-31,4,Rejected
EMP0112,Earned Leave,2026-01-02,2026-01-04,2,Rejected
EMP0112,Casual Leave,2026-01-28,2026-01-29,1,Approved
EMP0112,Earned Leave,2025-03-26,2025-03-29,3,Approved
EMP0112,Sick Leave,2025-12-06,2025-12-11,5,Rejected
EMP0112,Casual Leave,2026-01-03,2026-01-08,5,Rejected
EMP0113,Sick Leave,2026-02-09,2026-02-10,1,Approved
EMP0113,Sick Leave,2025-11-27,2025-11-29,2,Pending
EMP0113,Earned Leave,2025-05-08,2025-05-11,3,Pending
EMP0113,Casual Leave,2025-05-03,2025-05-08,5,Pending
EMP0113,Sick Leave,2025-04-03,2025-04-05,2,Approved
EMP0113,Casual Leave,2025-09-19,2025-09-21,2,Rejected
EMP0113,Sick Leave,2025-11-27,2025-12-02,5,Rejected
EMP0114,Sick Leave,2025-05-09,2025-05-11,2,Rejected
EMP0114,Sick Leave,2026-03-03,2026-03-05,2,Approved
EMP0115,Sick Leave,2025-06-27,2025-06-28,1,Approved
EMP0115,Casual Leave,2026-03-17,2026-03-18,1,Pending
EMP0115,Sick Leave,2025-08-16,2025-08-18,2,Approved
EMP0116,Sick Leave,2026-03-15,2026-03-20,5,Approved
EMP0116,Casual Leave,2025-12-15,2025-12-20,5,Pending
EMP0116,Earned Leave,2026-02-04,2026-02-06,2,Approved
EMP0116,Sick Leave,2025-11-16,2025-11-17,1,Rejected
EMP0117,Casual Leave,2026-01-08,2026-01-10,2,Approved
EMP0117,Sick Leave,2025-03-30,2025-03-31,1,Rejected
EMP0117,Casual Leave,2025-06-07,2025-06-11,4,Rejected
EMP0118,Earned Leave,2025-07-31,2025-08-05,5,Rejected
EMP0118,Sick Leave,2025-05-01,2025-05-03,2,Pending
EMP0118,Casual Leave,2025-10-08,2025-10-12,4,Rejected
EMP0118,Casual Leave,2026-03-09,2026-03-11,2,Approved
EMP0118,Sick Leave,2025-08-02,2025-08-07,5,Approved
EMP0118,Casual Leave,2025-04-23,2025-04-28,5,Rejected
EMP0119,Earned Leave,2026-03-25,2026-03-27,2,Pending
EMP0119,Casual Leave,2026-01-14,2026-01-17,3,Approved
EMP0120,Casual Leave,2025-09-27,2025-09-28,1,Approved
EMP0120,Sick Leave,2025-10-30,2025-11-02,3,Rejected
EMP0120,Casual Leave,2025-04-17,2025-04-22,5,Rejected
EMP0120,Earned Leave,2026-01-22,2026-01-23,1,Approved
EMP0120,Earned Leave,2025-09-04,2025-09-05,1,Pending
EMP0120,Sick Leave,2025-09-26,2025-09-29,3,Approved
EMP0120,Casual Leave,2025-08-11,2025-08-14,3,Approved
EMP0120,Sick Leave,2025-10-18,2025-10-20,2,Rejected
EMP0121,Earned Leave,2025-09-24,2025-09-26,2,Pending
EMP0121,Casual Leave,2025-06-04,2025-06-08,4,Approved
EMP0121,Earned Leave,2025-08-10,2025-08-15,5,Approved
EMP0121,Casual Leave,2025-08-28,2025-08-31,3,Rejected
EMP0121,Earned Leave,2025-04-08,2025-04-13,5,Rejected
EMP0121,Earned Leave,2025-07-05,2025-07-09,4,Approved
EMP0122,Casual Leave,2025-07-23,2025-07-26,3,Rejected
EMP0122,Sick Leave,2026-02-15,2026-02-16,1,Pending
EMP0122,Sick Leave,2025-04-26,2025-04-29,3,Rejected
EMP0122,Casual Leave,2025-08-29,2025-08-31,2,Approved
EMP0122,Sick Leave,2025-06-19,2025-06-23,4,Pending
EMP0122,Earned Leave,2025-11-29,2025-12-04,5,Pending
EMP0122,Sick Leave,2026-01-16,2026-01-19,3,Pending
EMP0122,Casual Leave,2025-05-22,2025-05-27,5,Pending
EMP0123,Earned Leave,2026-02-09,2026-02-13,4,Approved
EMP0123,Casual Leave,2026-02-11,2026-02-14,3,Pending
EMP0124,Sick Leave,2025-07-17,2025-07-20,3,Approved
EMP0124,Casual Leave,2025-04-19,2025-04-24,5,Pending
EMP0124,Earned Leave,2025-07-20,2025-07-21,1,Pending
EMP0124,Casual Leave,2025-12-04,2025-12-05,1,Pending
EMP0124,Earned Leave,2025-09-12,2025-09-16,4,Rejected
EMP0124,Sick Leave,2025-06-05,2025-06-10,5,Pending
EMP0124,Earned Leave,2025-11-13,2025-11-18,5,Approved
EMP0125,Sick Leave,2025-06-27,2025-07-01,4,Rejected
EMP0125,Earned Leave,2025-10-26,2025-10-28,2,Approved
EMP0125,Earned Leave,2025-12-15,2025-12-16,1,Pending
EMP0125,Casual Leave,2025-09-15,2025-09-20,5,Rejected
EMP0125,Sick Leave,2026-02-12,2026-02-16,4,Approved
EMP0125,Earned Leave,2026-01-28,2026-01-31,3,Rejected
EMP0125,Casual Leave,2025-04-07,2025-04-08,1,Rejected
EMP0125,Sick Leave,2025-06-11,2025-06-16,5,Rejected
EMP0126,Earned Leave,2025-07-25,2025-07-30,5,Pending
EMP0126,Casual Leave,2025-04-26,2025-04-29,3,Rejected
EMP0126,Sick Leave,2025-12-13,2025-12-17,4,Pending
EMP0126,Earned Leave,2025-10-17,2025-10-22,5,Pending
EMP0127,Earned Leave,2026-02-27,2026-03-04,5,Approved
EMP0127,Earned Leave,2025-10-31,2025-11-02,2,Rejected
EMP0127,Sick Leave,2026-03-12,2026-03-15,3,Pending
EMP0127,Earned Leave,2025-08-09,2025-08-14,5,Rejected
EMP0127,Sick Leave,2025-10-16,2025-10-19,3,Rejected
EMP0127,Earned Leave,2025-04-06,2025-04-09,3,Approved
EMP0127,Casual Leave,2026-01-14,2026-01-17,3,Pending
EMP0128,Sick Leave,2025-12-11,2025-12-15,4,Approved
EMP0128,Sick Leave,2026-02-18,2026-02-22,4,Rejected
EMP0128,Earned Leave,2025-04-20,2025-04-21,1,Pending
EMP0128,Earned Leave,2025-07-27,2025-07-30,3,Pending
EMP0128,Earned Leave,2025-10-16,2025-10-21,5,Pending
EMP0128,Earned Leave,2025-11-25,2025-11-26,1,Approved
EMP0128,Earned Leave,2026-01-08,2026-01-13,5,Approved
EMP0128,Sick Leave,2025-04-06,2025-04-07,1,Pending
EMP0129,Casual Leave,2025-07-04,2025-07-06,2,Pending
EMP0129,Earned Leave,2025-08-12,2025-08-13,1,Rejected
EMP0129,Earned Leave,2025-12-25,2025-12-29,4,Pending
EMP0129,Sick Leave,2026-01-28,2026-01-29,1,Pending
EMP0129,Sick Leave,2025-07-23,2025-07-25,2,Rejected
EMP0129,Casual Leave,2025-11-07,2025-11-08,1,Pending
EMP0129,Sick Leave,2025-05-09,2025-05-11,2,Approved
EMP0129,Earned Leave,2026-02-15,2026-02-17,2,Approved
EMP0130,Casual Leave,2026-01-16,2026-01-21,5,Rejected
EMP0130,Sick Leave,2025-10-29,2025-11-03,5,Pending
EMP0130,Earned Leave,2025-03-28,2025-04-01,4,Approved
EMP0130,Casual Leave,2025-06-30,2025-07-03,3,Approved
EMP0130,Casual Leave,2025-04-07,2025-04-12,5,Approved
EMP0130,Casual Leave,2025-07-27,2025-07-29,2,Rejected
EMP0130,Sick Leave,2025-09-11,2025-09-12,1,Pending
EMP0130,Casual Leave,2025-05-14,2025-05-19,5,Rejected
EMP0131,Earned Leave,2026-02-08,2026-02-10,2,Approved
EMP0131,Sick Leave,2025-04-07,2025-04-11,4,Rejected
EMP0131,Earned Leave,2025-04-22,2025-04-24,2,Pending
EMP0131,Sick Leave,2026-02-15,2026-02-20,5,Approved
EMP0131,Casual Leave,2025-12-20,2025-12-23,3,Pending
EMP0132,Casual Leave,2025-05-05,2025-05-07,2,Approved
EMP0132,Casual Leave,2025-11-04,2025-11-06,2,Rejected
EMP0132,Earned Leave,2026-03-18,2026-03-23,5,Pending
EMP0132,Casual Leave,2025-08-30,2025-09-04,5,Pending
EMP0132,Casual Leave,2025-05-09,2025-05-12,3,Approved
EMP0132,Casual Leave,2025-09-25,2025-09-30,5,Pending
EMP0132,Casual Leave,2025-04-09,2025-04-13,4,Rejected
EMP0133,Earned Leave,2025-10-24,2025-10-28,4,Rejected
EMP0133,Sick Leave,2026-03-15,2026-03-16,1,Approved
EMP0134,Earned Leave,2025-05-23,2025-05-27,4,Rejected
EMP0134,Sick Leave,2026-02-17,2026-02-20,3,Pending
EMP0134,Casual Leave,2026-02-18,2026-02-22,4,Pending
EMP0134,Earned Leave,2025-12-11,2025-12-12,1,Approved
EMP0135,Earned Leave,2025-10-10,2025-10-11,1,Approved
EMP0135,Earned Leave,2026-03-12,2026-03-14,2,Approved
EMP0136,Sick Leave,2025-07-17,2025-07-19,2,Approved
EMP0136,Earned Leave,2026-02-04,2026-02-07,3,Pending
EMP0137,Casual Leave,2025-06-23,2025-06-26,3,Approved
EMP0137,Casual Leave,2026-03-10,2026-03-13,3,Pending
EMP0138,Casual Leave,2025-12-22,2025-12-26,4,Pending
EMP0138,Sick Leave,2025-12-15,2025-12-18,3,Approved
EMP0138,Sick Leave,2025-06-05,2025-06-07,2,Rejected
EMP0138,Sick Leave,2025-06-14,2025-06-16,2,Rejected
EMP0139,Sick Leave,2025-05-17,2025-05-21,4,Pending
EMP0139,Sick Leave,2026-03-22,2026-03-25,3,Pending
EMP0140,Casual Leave,2025-05-12,2025-05-15,3,Approved
EMP0140,Sick Leave,2025-12-17,2025-12-20,3,Rejected
EMP0140,Sick Leave,2025-10-25,2025-10-28,3,Rejected
EMP0140,Casual Leave,2026-03-07,2026-03-12,5,Approved
EMP0140,Earned Leave,2025-09-10,2025-09-11,1,Rejected
EMP0140,Casual Leave,2025-05-05,2025-05-09,4,Approved
EMP0140,Earned Leave,2025-10-26,2025-10-31,5,Approved
EMP0141,Sick Leave,2025-10-24,2025-10-25,1,Rejected
EMP0141,Sick Leave,2026-02-13,2026-02-14,1,Rejected
EMP0141,Earned Leave,2025-06-04,2025-06-07,3,Pending
EMP0141,Sick Leave,2025-10-02,2025-10-06,4,Pending
EMP0142,Earned Leave,2025-10-14,2025-10-15,1,Pending
EMP0142,Sick Leave,2026-03-14,2026-03-16,2,Pending
EMP0142,Casual Leave,2025-06-06,2025-06-11,5,Approved
EMP0143,Earned Leave,2025-07-20,2025-07-24,4,Rejected
EMP0143,Sick Leave,2025-05-30,2025-06-01,2,Pending
EMP0143,Casual Leave,2025-09-28,2025-10-01,3,Rejected
EMP0143,Casual Leave,2025-07-08,2025-07-10,2,Pending
EMP0143,Earned Leave,2025-04-15,2025-04-18,3,Pending
EMP0143,Casual Leave,2026-03-01,2026-03-06,5,Rejected
EMP0144,Sick Leave,2025-12-03,2025-12-08,5,Pending
EMP0144,Casual Leave,2025-11-11,2025-11-12,1,Pending
EMP0144,Earned Leave,2025-11-02,2025-11-07,5,Approved
EMP0144,Sick Leave,2026-03-09,2026-03-14,5,Pending
EMP0145,Casual Leave,2025-09-13,2025-09-18,5,Pending
EMP0145,Sick Leave,2025-09-14,2025-09-17,3,Pending
EMP0145,Casual Leave,2025-04-02,2025-04-05,3,Approved
EMP0145,Sick Leave,2025-08-29,2025-09-03,5,Rejected
EMP0146,Earned Leave,2025-11-15,2025-11-17,2,Rejected
EMP0146,Casual Leave,2026-02-16,2026-02-19,3,Pending
EMP0146,Casual Leave,2025-11-13,2025-11-17,4,Approved
EMP0147,Sick Leave,2025-12-16,2025-12-17,1,Rejected
EMP0147,Casual Leave,2025-07-14,2025-07-15,1,Approved
EMP0147,Casual Leave,2025-08-30,2025-09-04,5,Rejected
EMP0147,Sick Leave,2025-04-10,2025-04-11,1,Approved
EMP0147,Sick Leave,2025-12-10,2025-12-11,1,Rejected
EMP0147,Sick Leave,2025-12-19,2025-12-24,5,Approved
EMP0148,Earned Leave,2025-11-23,2025-11-28,5,Pending
EMP0148,Earned Leave,2026-02-13,2026-02-17,4,Rejected
EMP0148,Earned Leave,2026-01-01,2026-01-05,4,Approved
EMP0148,Earned Leave,2025-07-01,2025-07-03,2,Rejected
EMP0148,Sick Leave,2025-09-06,2025-09-09,3,Approved
EMP0148,Casual Leave,2025-05-30,2025-05-31,1,Rejected
EMP0148,Earned Leave,2026-03-10,2026-03-13,3,Approved
EMP0149,Casual Leave,2025-07-29,2025-07-30,1,Rejected
EMP0149,Earned Leave,2025-06-20,2025-06-23,3,Rejected
EMP0149,Sick Leave,2025-12-26,2025-12-30,4,Pending
EMP0149,Casual Leave,2026-01-31,2026-02-04,4,Rejected
EMP0150,Earned Leave,2025-09-14,2025-09-16,2,Pending
EMP0150,Sick Leave,2026-01-21,2026-01-25,4,Pending
EMP0150,Sick Leave,2025-11-27,2025-11-28,1,Rejected
EMP0150,Sick Leave,2026-02-24,2026-02-25,1,Approved
EMP0151,Sick Leave,2025-03-31,2025-04-05,5,Rejected
EMP0151,Casual Leave,2025-10-06,2025-10-07,1,Rejected
EMP0152,Casual Leave,2025-12-22,2025-12-27,5,Pending
EMP0152,Earned Leave,2025-04-29,2025-05-04,5,Rejected
EMP0152,Sick Leave,2025-05-28,2025-05-29,1,Approved
EMP0152,Sick Leave,2025-09-27,2025-09-30,3,Approved
EMP0152,Casual Leave,2025-08-23,2025-08-25,2,Pending
EMP0152,Sick Leave,2025-11-22,2025-11-26,4,Pending
EMP0152,Earned Leave,2025-06-08,2025-06-10,2,Approved
EMP0153,Casual Leave,2025-06-14,2025-06-18,4,Pending
EMP0153,Sick Leave,2025-07-30,2025-08-04,5,Approved
EMP0153,Sick Leave,2026-01-02,2026-01-07,5,Rejected
EMP0153,Sick Leave,2025-11-27,2025-12-01,4,Rejected
EMP0153,Sick Leave,2025-07-25,2025-07-30,5,Approved
EMP0153,Casual Leave,2026-02-06,2026-02-07,1,Rejected
EMP0154,Casual Leave,2025-07-31,2025-08-04,4,Pending
EMP0154,Earned Leave,2025-06-11,2025-06-12,1,Pending
EMP0155,Casual Leave,2026-02-11,2026-02-16,5,Rejected
EMP0155,Casual Leave,2025-08-06,2025-08-09,3,Approved
EMP0155,Earned Leave,2026-03-02,2026-03-06,4,Approved
EMP0155,Sick Leave,2025-08-26,2025-08-28,2,Pending
EMP0155,Casual Leave,2025-12-10,2025-12-15,5,Rejected
EMP0156,Casual Leave,2026-03-06,2026-03-11,5,Pending
EMP0156,Sick Leave,2025-09-08,2025-09-12,4,Pending
EMP0156,Earned Leave,2026-01-31,2026-02-05,5,Rejected
EMP0156,Casual Leave,2026-02-06,2026-02-09,3,Rejected
EMP0156,Earned Leave,2025-11-25,2025-11-26,1,Rejected
EMP0156,Earned Leave,2025-04-11,2025-04-15,4,Approved
EMP0156,Earned Leave,2026-02-22,2026-02-24,2,Rejected
EMP0157,Earned Leave,2025-10-09,2025-10-13,4,Rejected
EMP0157,Earned Leave,2026-02-15,2026-02-17,2,Approved
EMP0157,Sick Leave,2025-11-23,2025-11-27,4,Rejected
EMP0157,Sick Leave,2025-08-22,2025-08-25,3,Rejected
EMP0157,Earned Leave,2026-02-11,2026-02-16,5,Approved
EMP0157,Casual Leave,2026-03-01,2026-03-06,5,Approved
EMP0158,Sick Leave,2025-11-01,2025-11-05,4,Pending
EMP0158,Casual Leave,2025-06-22,2025-06-27,5,Pending
EMP0158,Casual Leave,2025-09-27,2025-10-02,5,Approved
EMP0158,Casual Leave,2025-10-09,2025-10-13,4,Rejected
EMP0159,Casual Leave,2026-01-13,2026-01-15,2,Approved
EMP0159,Casual Leave,2026-01-31,2026-02-05,5,Approved
EMP0159,Sick Leave,2025-09-30,2025-10-02,2,Rejected
EMP0159,Sick Leave,2025-10-15,2025-10-20,5,Approved
EMP0159,Sick Leave,2025-04-15,2025-04-19,4,Rejected
EMP0159,Sick Leave,2025-07-29,2025-07-30,1,Pending
EMP0159,Sick Leave,2025-08-31,2025-09-02,2,Rejected
EMP0159,Earned Leave,2025-08-02,2025-08-04,2,Pending
EMP0160,Earned Leave,2025-08-08,2025-08-12,4,Approved
EMP0160,Earned Leave,2026-02-02,2026-02-03,1,Approved
EMP0160,Earned Leave,2026-03-21,2026-03-26,5,Approved
EMP0160,Sick Leave,2026-02-04,2026-02-05,1,Rejected
EMP0161,Casual Leave,2026-02-09,2026-02-10,1,Rejected
EMP0161,Earned Leave,2026-01-20,2026-01-21,1,Rejected
EMP0161,Sick Leave,2025-06-03,2025-06-04,1,Approved
EMP0161,Sick Leave,2025-10-05,2025-10-07,2,Rejected
EMP0161,Sick Leave,2025-10-19,2025-10-22,3,Approved
EMP0161,Earned Leave,2025-08-01,2025-08-05,4,Pending
EMP0162,Casual Leave,2026-01-13,2026-01-18,5,Pending
EMP0162,Sick Leave,2026-03-18,2026-03-23,5,Rejected
EMP0163,Sick Leave,2025-09-14,2025-09-18,4,Rejected
EMP0163,Earned Leave,2026-03-13,2026-03-14,1,Rejected
EMP0163,Sick Leave,2026-02-19,2026-02-22,3,Approved
EMP0163,Earned Leave,2026-02-20,2026-02-22,2,Approved
EMP0163,Sick Leave,2025-12-27,2025-12-28,1,Pending
EMP0163,Casual Leave,2025-09-23,2025-09-26,3,Rejected
EMP0164,Casual Leave,2025-12-09,2025-12-13,4,Pending
EMP0164,Casual Leave,2025-07-27,2025-08-01,5,Approved
EMP0164,Casual Leave,2025-12-05,2025-12-10,5,Approved
EMP0164,Sick Leave,2025-09-03,2025-09-06,3,Pending
EMP0164,Earned Leave,2025-11-06,2025-11-07,1,Rejected
EMP0164,Sick Leave,2025-10-10,2025-10-13,3,Approved
EMP0165,Sick Leave,2026-02-16,2026-02-19,3,Rejected
EMP0165,Sick Leave,2025-11-14,2025-11-16,2,Rejected
EMP0165,Casual Leave,2025-06-01,2025-06-02,1,Pending
EMP0165,Earned Leave,2025-03-28,2025-04-02,5,Rejected
EMP0165,Casual Leave,2025-07-30,2025-08-01,2,Approved
EMP0166,Sick Leave,2025-07-09,2025-07-12,3,Approved
EMP0166,Earned Leave,2025-06-05,2025-06-09,4,Pending
EMP0166,Casual Leave,2026-02-01,2026-02-04,3,Approved
EMP0167,Casual Leave,2025-05-31,2025-06-01,1,Pending
EMP0167,Casual Leave,2025-07-21,2025-07-24,3,Approved
EMP0168,Sick Leave,2025-04-15,2025-04-20,5,Rejected
EMP0168,Sick Leave,2025-12-28,2025-12-31,3,Rejected
EMP0168,Sick Leave,2025-12-07,2025-12-08,1,Rejected
EMP0168,Sick Leave,2025-09-23,2025-09-27,4,Rejected
EMP0168,Earned Leave,2026-02-22,2026-02-24,2,Rejected
EMP0168,Casual Leave,2025-07-26,2025-07-29,3,Approved
EMP0168,Earned Leave,2026-01-09,2026-01-11,2,Pending
EMP0168,Earned Leave,2025-10-26,2025-10-29,3,Rejected
EMP0169,Sick Leave,2025-08-08,2025-08-12,4,Rejected
EMP0169,Sick Leave,2025-12-28,2025-12-29,1,Approved
EMP0169,Sick Leave,2025-08-06,2025-08-07,1,Pending
EMP0169,Sick Leave,2025-10-10,2025-10-13,3,Rejected
EMP0169,Casual Leave,2025-08-20,2025-08-23,3,Pending
EMP0169,Earned Leave,2025-08-28,2025-08-29,1,Approved
EMP0170,Earned Leave,2025-09-01,2025-09-05,4,Approved
EMP0170,Casual Leave,2025-08-26,2025-08-31,5,Pending
EMP0170,Sick Leave,2025-08-12,2025-08-13,1,Rejected
EMP0170,Casual Leave,2025-06-27,2025-07-02,5,Pending
EMP0170,Casual Leave,2025-10-30,2025-11-01,2,Approved
