employee_id,date,status
EMP0074,2026-03-24,Present
EMP0074,2026-03-23,Present
EMP0074,2026-03-22,Present
EMP0074,2026-03-21,Present
EMP0074,2026-03-20,Present
EMP0074,2026-03-19,Absent
EMP0074,2026-03-18,Work From Home
EMP0074,2026-03-17,Present
EMP0074,2026-03-16,Present
EMP0074,2026-03-15,Present
EMP0074,2026-03-14,Present
EMP0074,2026-03-13,Present
EMP0074,2026-03-12,Present
EMP0074,2026-03-11,Present
EMP0074,2026-03-10,Present
EMP0074,2026-03-09,Present
EMP0074,2026-03-08,Present
EMP0074,2026-03-07,Present
EMP0074,2026-03-06,Work From Home
EMP0074,2026-03-05,Work From Home
EMP0074,2026-03-04,Present
EMP0074,2026-03-03,Present
EMP0074,2026-03-02,Present
EMP0074,2026-03-01,Present
EMP0074,2026-02-28,Work From Home
EMP0074,2026-02-27,Present
EMP0074,2026-02-26,Absent
EMP0074,2026-02-25,Present
EMP0075,2026-03-26,Present
EMP0075,2026-03-25,Present
EMP0075,2026-03-24,Present
EMP0075,2026-03-23,Present
EMP0075,2026-03-22,Present
EMP0075,2026-03-21,Present
EMP0075,2026-03-20,Present
EMP0075,2026-03-19,Present
EMP0075,2026-03-18,Present
EMP0075,2026-03-17,Present
EMP0075,2026-03-16,Present
EMP0075,2026-03-15,Present
EMP0075,2026-03-14,Work From Home
EMP0075,2026-03-13,Absent
EMP0075,2026-03-12,Present
EMP0075,2026-03-11,Present
EMP0075,2026-03-10,Present
EMP0075,2026-03-09,Absent
EMP0075,2026-03-08,Absent
EMP0075,2026-03-07,Work From Home
EMP0075,2026-03-06,Work From Home
EMP0075,2026-03-05,Present
EMP0075,2026-03-04,Present
EMP0075,2026-03-03,Present
EMP0075,2026-03-02,Work From Home
EMP0075,2026-03-01,Present
EMP0075,2026-02-28,Present
EMP0075,2026-02-27,Present
EMP0075,2026-02-26,Present
EMP0075,2026-02-25,Present
EMP0076,2026-03-26,Present
EMP0076,2026-03-25,Work From Home
EMP0076,2026-03-24,Present
EMP0076,2026-03-23,Present
EMP0076,2026-03-22,Present
EMP0076,2026-03-21,Present
EMP0076,2026-03-20,Present
EMP0076,2026-03-19,Present
EMP0076,2026-03-18,Present
EMP0076,2026-03-17,Present
EMP0076,2026-03-16,Absent
EMP0076,2026-03-15,Present
EMP0076,2026-03-14,Absent
EMP0076,2026-03-13,Present
EMP0076,2026-03-12,Work From Home
EMP0076,2026-03-11,Absent
EMP0076,2026-03-10,Present
EMP0076,2026-03-09,Absent
EMP0076,2026-03-08,Present
EMP0076,2026-03-07,Present
EMP0076,2026-03-06,Present
EMP0076,2026-03-05,Absent
EMP0076,2026-03-04,Present
EMP0076,2026-03-03,Present
EMP0076,2026-03-02,Absent
EMP0076,2026-03-01,Present
EMP0076,2026-02-28,Absent
EMP0076,2026-02-27,Present
EMP0076,2026-02-26,Present
EMP0076,2026-02-25,Work From Home
EMP0077,2026-03-26,Present
EMP0077,2026-03-25,Present
EMP0077,2026-03-24,Present
EMP0077,2026-03-23,Present
EMP0077,2026-03-22,Present
EMP0077,2026-03-21,Present
EMP0077,2026-03-20,Present
EMP0077,2026-03-19,Absent
EMP0077,2026-03-18,Absent
EMP0077,2026-03-17,Present
EMP0077,2026-03-16,Present
EMP0077,2026-03-15,Present
EMP0077,2026-03-14,Work From Home
EMP0077,2026-03-13,Present
EMP0077,2026-03-12,Present
EMP0077,2026-03-11,Present
EMP0077,2026-03-10,Present
EMP0077,2026-03-09,Present
EMP0077,2026-03-08,Absent
EMP0077,2026-03-07,Present
EMP0077,2026-03-06,Absent
EMP0077,2026-03-05,Present
EMP0077,2026-03-04,Absent
EMP0077,2026-03-03,Absent
EMP0077,2026-03-02,Absent
EMP0077,2026-03-01,Work From Home
EMP0077,2026-02-28,Present
EMP0077,2026-02-27,Absent
EMP0077,2026-02-26,Absent
EMP0077,2026-02-25,Present
EMP0078,2026-03-26,Present
EMP0078,2026-03-25,Present
EMP0078,2026-03-24,Work From Home
EMP0078,2026-03-23,Present
EMP0078,2026-03-22,Absent
EMP0078,2026-03-21,Present
EMP0078,2026-03-20,Work From Home
EMP0078,2026-03-19,Present
EMP0078,2026-03-18,Present
EMP0078,2026-03-17,Present
EMP0078,2026-03-16,Work From Home
EMP0078,2026-03-15,Present
EMP0078,2026-03-14,Present
EMP0078,2026-03-13,Present
EMP0078,2026-03-12,Present
EMP0078,2026-03-11,Present
EMP0078,2026-03-10,Present
EMP0078,2026-03-09,Work From Home
EMP0078,2026-03-08,Present
EMP0078,2026-03-07,Present
EMP0078,2026-03-06,Present
EMP0078,2026-03-05,Present
EMP0078,2026-03-04,Work From Home
EMP0078,2026-03-03,Work From Home
EMP0078,2026-03-02,Present
EMP0078,2026-03-01,Work From Home
EMP0078,2026-02-28,Work From Home
EMP0078,2026-02-27,Present
EMP0078,2026-02-26,Work From Home
EMP0078,2026-02-25,Present
EMP0079,2026-03-26,Work From Home
EMP0079,2026-03-25,Present
EMP0079,2026-03-24,Present
EMP0079,2026-03-23,Present
EMP0079,2026-03-22,Present
EMP0079,2026-03-21,Present
EMP0079,2026-03-20,Present
EMP0079,2026-03-19,Present
EMP0079,2026-03-18,Work From Home
EMP0079,2026-03-17,Present
EMP0079,2026-03-16,Present
EMP0079,2026-03-15,Present
EMP0079,2026-03-14,Present
EMP0079,2026-03-13,Present
EMP0079,2026-03-12,Work From Home
EMP0079,2026-03-11,Present
EMP0079,2026-03-10,Present
EMP0079,2026-03-09,Present
EMP0079,2026-03-08,Present
EMP0079,2026-03-07,Absent
EMP0079,2026-03-06,Work From Home
EMP0079,2026-03-05,Present
EMP0079,2026-03-04,Present
EMP0079,2026-03-03,Present
EMP0079,2026-03-02,Present
EMP0079,2026-03-01,Present
EMP0079,2026-02-28,Present
EMP0079,2026-02-27,Present
EMP0079,2026-02-26,Present
EMP0079,2026-02-25,Work From Home
EMP0080,2026-03-26,Present
EMP0080,2026-03-25,Present
EMP0080,2026-03-24,Present
EMP0080,2026-03-23,Present
EMP0080,2026-03-22,Absent
EMP0080,2026-03-21,Present
EMP0080,2026-03-20,Present
EMP0080,2026-03-19,Present
EMP0080,2026-03-18,Present
EMP0080,2026-03-17,Present
EMP0080,2026-03-16,Present
EMP0080,2026-03-15,Present
EMP0080,2026-03-14,Present
EMP0080,2026-03-13,Present
EMP0080,2026-03-12,Present
EMP0080,2026-03-11,Present
EMP0080,2026-03-10,Present
EMP0080,2026-03-09,Present
EMP0080,2026-03-08,Present
EMP0080,2026-03-07,Present
EMP0080,2026-03-06,Present
EMP0080,2026-03-05,Present
EMP0080,2026-03-04,Present
EMP0080,2026-03-03,Present
EMP0080,2026-03-02,Work From Home
EMP0080,2026-03-01,Present
EMP0080,2026-02-28,Absent
EMP0080,2026-02-27,Absent
EMP0080,2026-02-26,Present
EMP0080,2026-02-25,Present
EMP0081,2026-03-26,Present
EMP0081,2026-03-25,Present
EMP0081,2026-03-24,Present
EMP0081,2026-03-23,Absent
EMP0081,2026-03-22,Present
EMP0081,2026-03-21,Absent
EMP0081,2026-03-20,Present
EMP0081,2026-03-19,Present
EMP0081,2026-03-18,Present
EMP0081,2026-03-17,Absent
EMP0081,2026-03-16,Present
EMP0081,2026-03-15,Present
EMP0081,2026-03-14,Present
EMP0081,2026-03-13,Present
EMP0081,2026-03-12,Present
EMP0081,2026-03-11,Present
EMP0081,2026-03-10,Present
EMP0081,2026-03-09,Present
EMP0081,2026-03-08,Present
EMP0081,2026-03-07,Present
EMP0081,2026-03-06,Present
EMP0081,2026-03-05,Present
EMP0081,2026-03-04,Work From Home
EMP0081,2026-03-03,Work From Home
EMP0081,2026-03-02,Present
EMP0081,2026-03-01,Present
EMP0081,2026-02-28,Absent
EMP0081,2026-02-27,Present
EMP0081,2026-02-26,Present
EMP0081,2026-02-25,Present
EMP0082,2026-03-26,Present
EMP0082,2026-03-25,Present
EMP0082,2026-03-24,Work From Home
EMP0082,2026-03-23,Present
EMP0082,2026-03-22,Absent
EMP0082,2026-03-21,Work From Home
EMP0082,2026-03-20,Present
EMP0082,2026-03-19,Work From Home
EMP0082,2026-03-18,Present
EMP0082,2026-03-17,Present
EMP0082,2026-03-16,Present
EMP0082,2026-03-15,Present
EMP0082,2026-03-14,Present
EMP0082,2026-03-13,Absent
EMP0082,2026-03-12,Present
EMP0082,2026-03-11,Present
EMP0082,2026-03-10,Absent
EMP0082,2026-03-09,Work From Home
EMP0082,2026-03-08,Work From Home
EMP0082,2026-03-07,Present
EMP0082,2026-03-06,Present
EMP0082,2026-03-05,Present
EMP0082,2026-03-04,Present
EMP0082,2026-03-03,Work From Home
EMP0082,2026-03-02,Present
EMP0082,2026-03-01,Present
EMP0082,2026-02-28,Present
EMP0082,2026-02-27,Present
EMP0082,2026-02-26,Present
EMP0082,2026-02-25,Work From Home
EMP0083,2026-03-26,Present
EMP0083,2026-03-25,Work From Home
EMP0083,2026-03-24,Present
EMP0083,2026-03-23,Present
EMP0083,2026-03-22,Present
EMP0083,2026-03-21,Present
EMP0083,2026-03-20,Present
EMP0083,2026-03-19,Present
EMP0083,2026-03-18,Present
EMP0083,2026-03-17,Present
EMP0083,2026-03-16,Present
EMP0083,2026-03-15,Present
EMP0083,2026-03-14,Work From Home
EMP0083,2026-03-13,Present
EMP0083,2026-03-12,Present
EMP0083,2026-03-11,Present
EMP0083,2026-03-10,Work From Home
EMP0083,2026-03-09,Present
EMP0083,2026-03-08,Present
EMP0083,2026-03-07,Present
EMP0083,2026-03-06,Present
EMP0083,2026-03-05,Present
EMP0083,2026-03-04,Work From Home
EMP0083,2026-03-03,Present
EMP0083,2026-03-02,Present
EMP0083,2026-03-01,Work From Home
EMP0083,2026-02-28,Present
EMP0083,2026-02-27,Work From Home
EMP0083,2026-02-26,Present
EMP0083,2026-02-25,Present
EMP0084,2026-03-26,Present
EMP0084,2026-03-25,Work From Home
EMP0084,2026-03-24,Present
EMP0084,2026-03-23,Present
EMP0084,2026-03-22,Present
EMP0084,2026-03-21,Work From Home
EMP0084,2026-03-20,Work From Home
EMP0084,2026-03-19,Work From Home
EMP0084,2026-03-18,Present
EMP0084,2026-03-17,Present
EMP0084,2026-03-16,Present
EMP0084,2026-03-15,Present
EMP0084,2026-03-14,Present
EMP0084,2026-03-13,Present
EMP0084,2026-03-12,Work From Home
EMP0084,2026-03-11,Present
EMP0084,2026-03-10,Present
EMP0084,2026-03-09,Present
EMP0084,2026-03-08,Present
EMP0084,2026-03-07,Present
EMP0084,2026-03-06,Absent
EMP0084,2026-03-05,Work From Home
EMP0084,2026-03-04,Present
EMP0084,2026-03-03,Absent
EMP0084,2026-03-02,Work From Home
EMP0084,2026-03-01,Present
EMP0084,2026-02-28,Present
EMP0084,2026-02-27,Present
EMP0084,2026-02-26,Present
EMP0084,2026-02-25,Work From Home
EMP0085,2026-03-26,Present
EMP0085,2026-03-25,Present
EMP0085,2026-03-24,Present
EMP0085,2026-03-23,Present
EMP0085,2026-03-22,Present
EMP0085,2026-03-21,Present
EMP0085,2026-03-20,Present
EMP0085,2026-03-19,Work From Home
EMP0085,2026-03-18,Present
EMP0085,2026-03-17,Present
EMP0085,2026-03-16,Present
EMP0085,2026-03-15,Present
EMP0085,2026-03-14,Work From Home
EMP0085,2026-03-13,Present
EMP0085,2026-03-12,Present
EMP0085,2026-03-11,Present
EMP0085,2026-03-10,Present
EMP0085,2026-03-09,Present
EMP0085,2026-03-08,Present
EMP0085,2026-03-07,Present
EMP0085,2026-03-06,Present
EMP0085,2026-03-05,Present
EMP0085,2026-03-04,Present
EMP0085,2026-03-03,Present
EMP0085,2026-03-02,Present
EMP0085,2026-03-01,Present
EMP0085,2026-02-28,Work From Home
EMP0085,2026-02-27,Present
EMP0085,2026-02-26,Present
EMP0085,2026-02-25,Present
EMP0086,2026-03-26,Present
EMP0086,2026-03-25,Present
EMP0086,2026-03-24,Present
EMP0086,2026-03-23,Present
EMP0086,2026-03-22,Absent
EMP0086,2026-03-21,Present
EMP0086,2026-03-20,Absent
EMP0086,2026-03-19,Present
EMP0086,2026-03-18,Present
EMP0086,2026-03-17,Present
EMP0086,2026-03-16,Work From Home
EMP0086,2026-03-15,Present
EMP0086,2026-03-14,Work From Home
EMP0086,2026-03-13,Work From Home
EMP0086,2026-03-12,Work From Home
EMP0086,2026-03-11,Present
EMP0086,2026-03-10,Present
EMP0086,2026-03-09,Present
EMP0086,2026-03-08,Present
EMP0086,2026-03-07,Present
EMP0086,2026-03-06,Present
EMP0086,2026-03-05,Absent
EMP0086,2026-03-04,Present
EMP0086,2026-03-03,Present
EMP0086,2026-03-02,Absent
EMP0086,2026-03-01,Present
EMP0086,2026-02-28,Work From Home
EMP0086,2026-02-27,Present
EMP0086,2026-02-26,Present
EMP0086,2026-02-25,Present
EMP0087,2026-03-26,Present
EMP0087,2026-03-25,Present
EMP0087,2026-03-24,Absent
EMP0087,2026-03-23,Present
EMP0087,2026-03-22,Present
EMP0087,2026-03-21,Present
EMP0087,2026-03-20,Present
EMP0087,2026-03-19,Present
EMP0087,2026-03-18,Work From Home
EMP0087,2026-03-17,Present
EMP0087,2026-03-16,Present
EMP0087,2026-03-15,Present
EMP0087,2026-03-14,Present
EMP0087,2026-03-13,Present
EMP0087,2026-03-12,Absent
EMP0087,2026-03-11,Present
EMP0087,2026-03-10,Work From Home
EMP0087,2026-03-09,Present
EMP0087,2026-03-08,Work From Home
EMP0087,2026-03-07,Present
EMP0087,2026-03-06,Present
EMP0087,2026-03-05,Present
EMP0087,2026-03-04,Present
EMP0087,2026-03-03,Present
EMP0087,2026-03-02,Present
EMP0087,2026-03-01,Absent
EMP0087,2026-02-28,Present
EMP0087,2026-02-27,Work From Home
EMP0087,2026-02-26,Present
EMP0087,2026-02-25,Present
EMP0088,2026-03-26,Present
EMP0088,2026-03-25,Present
EMP0088,2026-03-24,Present
EMP0088,2026-03-23,Absent
EMP0088,2026-03-22,Present
EMP0088,2026-03-21,Present
EMP0088,2026-03-20,Present
EMP0088,2026-03-19,Present
EMP0088,2026-03-18,Present
EMP0088,2026-03-17,Present
EMP0088,2026-03-16,Present
EMP0088,2026-03-15,Present
EMP0088,2026-03-14,Present
EMP0088,2026-03-13,Present
EMP0088,2026-03-12,Present
EMP0088,2026-03-11,Present
EMP0088,2026-03-10,Present
EMP0088,2026-03-09,Present
EMP0088,2026-03-08,Work From Home
EMP0088,2026-03-07,Present
EMP0088,2026-03-06,Present
EMP0088,2026-03-05,Present
EMP0088,2026-03-04,Present
EMP0088,2026-03-03,Work From Home
EMP0088,2026-03-02,Absent
EMP0088,2026-03-01,Present
EMP0088,2026-02-28,Present
EMP0088,2026-02-27,Work From Home
EMP0088,2026-02-26,Present
EMP0088,2026-02-25,Present
EMP0089,2026-03-26,Present
EMP0089,2026-03-25,Present
EMP0089,2026-03-24,Absent
EMP0089,2026-03-23,Present
EMP0089,2026-03-22,Absent
EMP0089,2026-03-21,Absent
EMP0089,2026-03-20,Present
EMP0089,2026-03-19,Present
EMP0089,2026-03-18,Present
EMP0089,2026-03-17,Present
EMP0089,2026-03-16,Present
EMP0089,2026-03-15,Present
EMP0089,2026-03-14,Work From Home
EMP0089,2026-03-13,Present
EMP0089,2026-03-12,Present
EMP0089,2026-03-11,Present
EMP0089,2026-03-10,Absent
EMP0089,2026-03-09,Present
EMP0089,2026-03-08,Present
EMP0089,2026-03-07,Present
EMP0089,2026-03-06,Present
EMP0089,2026-03-05,Present
EMP0089,2026-03-04,Present
EMP0089,2026-03-03,Present
EMP0089,2026-03-02,Present
EMP0089,2026-03-01,Present
EMP0089,2026-02-28,Work From Home
EMP0089,2026-02-27,Present
EMP0089,2026-02-26,Work From Home
EMP0089,2026-02-25,Present
EMP0090,2026-03-26,Present
EMP0090,2026-03-25,Work From Home
EMP0090,2026-03-24,Present
EMP0090,2026-03-23,Present
EMP0090,2026-03-22,Absent
EMP0090,2026-03-21,Present
EMP0090,2026-03-20,Present
EMP0090,2026-03-19,Present
EMP0090,2026-03-18,Present
EMP0090,2026-03-17,Present
EMP0090,2026-03-16,Present
EMP0090,2026-03-15,Present
EMP0090,2026-03-14,Present
EMP0090,2026-03-13,Present
EMP0090,2026-03-12,Present
EMP0090,2026-03-11,Present
EMP0090,2026-03-10,Absent
EMP0090,2026-03-09,Present
EMP0090,2026-03-08,Present
EMP0090,2026-03-07,Present
EMP0090,2026-03-06,Absent
EMP0090,2026-03-05,Present
EMP0090,2026-03-04,Work From Home
EMP0090,2026-03-03,Present
EMP0090,2026-03-02,Present
EMP0090,2026-03-01,Present
EMP0090,2026-02-28,Present
EMP0090,2026-02-27,Present
EMP0090,2026-02-26,Absent
EMP0090,2026-02-25,Present
EMP0091,2026-03-26,Present
EMP0091,2026-03-25,Present
EMP0091,2026-03-24,Present
EMP0091,2026-03-23,Present
EMP0091,2026-03-22,Present
EMP0091,2026-03-21,Work From Home
EMP0091,2026-03-20,Present
EMP0091,2026-03-19,Present
EMP0091,2026-03-18,Present
EMP0091,2026-03-17,Present
EMP0091,2026-03-16,Present
EMP0091,2026-03-15,Present
EMP0091,2026-03-14,Present
EMP0091,2026-03-13,Present
EMP0091,2026-03-12,Present
EMP0091,2026-03-11,Work From Home
EMP0091,2026-03-10,Present
EMP0091,2026-03-09,Present
EMP0091,2026-03-08,Present
EMP0091,2026-03-07,Present
EMP0091,2026-03-06,Present
EMP0091,2026-03-05,Present
EMP0091,2026-03-04,Absent
EMP0091,2026-03-03,Absent
EMP0091,2026-03-02,Present
EMP0091,2026-03-01,Present
EMP0091,2026-02-28,Work From Home
EMP0091,2026-02-27,Present
EMP0091,2026-02-26,Work From Home
EMP0091,2026-02-25,Work From Home
EMP0092,2026-03-26,Present
EMP0092,2026-03-25,Work From Home
EMP0092,2026-03-24,Work From Home
EMP0092,2026-03-23,Present
EMP0092,2026-03-22,Present
EMP0092,2026-03-21,Present
EMP0092,2026-03-20,Present
EMP0092,2026-03-19,Present
EMP0092,2026-03-18,Work From Home
EMP0092,2026-03-17,Absent
EMP0092,2026-03-16,Present
EMP0092,2026-03-15,Work From Home
EMP0092,2026-03-14,Absent
EMP0092,2026-03-13,Work From Home
EMP0092,2026-03-12,Present
EMP0092,2026-03-11,Present
EMP0092,2026-03-10,Work From Home
EMP0092,2026-03-09,Present
EMP0092,2026-03-08,Present
EMP0092,2026-03-07,Present
EMP0092,2026-03-06,Absent
EMP0092,2026-03-05,Present
EMP0092,2026-03-04,Present
EMP0092,2026-03-03,Present
EMP0092,2026-03-02,Absent
EMP0092,2026-03-01,Present
EMP0092,2026-02-28,Work From Home
EMP0092,2026-02-27,Present
EMP0092,2026-02-26,Absent
EMP0092,2026-02-25,Present
EMP0093,2026-03-26,Present
EMP0093,2026-03-25,Present
EMP0093,2026-03-24,Present
EMP0093,2026-03-23,Work From Home
EMP0093,2026-03-22,Present
EMP0093,2026-03-21,Present
EMP0093,2026-03-20,Work From Home
EMP0093,2026-03-19,Absent
EMP0093,2026-03-18,Work From Home
EMP0093,2026-03-17,Present
EMP0093,2026-03-16,Present
EMP0093,2026-03-15,Present
EMP0093,2026-03-14,Work From Home
EMP0093,2026-03-13,Present
EMP0093,2026-03-12,Absent
EMP0093,2026-03-11,Present
EMP0093,2026-03-10,Present
EMP0093,2026-03-09,Present
EMP0093,2026-03-08,Present
EMP0093,2026-03-07,Present
EMP0093,2026-03-06,Work From Home
EMP0093,2026-03-05,Absent
EMP0093,2026-03-04,Present
EMP0093,2026-03-03,Present
EMP0093,2026-03-02,Present
EMP0093,2026-03-01,Present
EMP0093,2026-02-28,Work From Home
EMP0093,2026-02-27,Present
EMP0093,2026-02-26,Present
EMP0093,2026-02-25,Present
EMP0094,2026-03-26,Present
EMP0094,2026-03-25,Work From Home
EMP0094,2026-03-24,Work From Home
EMP0094,2026-03-23,Present
EMP0094,2026-03-22,Present
EMP0094,2026-03-21,Work From Home
EMP0094,2026-03-20,Present
EMP0094,2026-03-19,Present
EMP0094,2026-03-18,Absent
EMP0094,2026-03-17,Work From Home
EMP0094,2026-03-16,Present
EMP0094,2026-03-15,Present
EMP0094,2026-03-14,Present
EMP0094,2026-03-13,Present
EMP0094,2026-03-12,Present
EMP0094,2026-03-11,Present
EMP0094,2026-03-10,Present
EMP0094,2026-03-09,Work From Home
EMP0094,2026-03-08,Absent
EMP0094,2026-03-07,Present
EMP0094,2026-03-06,Work From Home
EMP0094,2026-03-05,Present
EMP0094,2026-03-04,Work From Home
EMP0094,2026-03-03,Present
EMP0094,2026-03-02,Present
EMP0094,2026-03-01,Work From Home
EMP0094,2026-02-28,Absent
EMP0094,2026-02-27,Present
EMP0094,2026-02-26,Work From Home
EMP0094,2026-02-25,Present
EMP0095,2026-03-26,Present
EMP0095,2026-03-25,Present
EMP0095,2026-03-24,Present
EMP0095,2026-03-23,Present
EMP0095,2026-03-22,Work From Home
EMP0095,2026-03-21,Present
EMP0095,2026-03-20,Present
EMP0095,2026-03-19,Work From Home
EMP0095,2026-03-18,Present
EMP0095,2026-03-17,Present
EMP0095,2026-03-16,Work From Home
EMP0095,2026-03-15,Present
EMP0095,2026-03-14,Present
EMP0095,2026-03-13,Present
EMP0095,2026-03-12,Present
EMP0095,2026-03-11,Absent
EMP0095,2026-03-10,Present
EMP0095,2026-03-09,Present
EMP0095,2026-03-08,Present
EMP0095,2026-03-07,Present
EMP0095,2026-03-06,Present
EMP0095,2026-03-05,Present
EMP0095,2026-03-04,Present
EMP0095,2026-03-03,Present
EMP0095,2026-03-02,Absent
EMP0095,2026-03-01,Present
EMP0095,2026-02-28,Work From Home
EMP0095,2026-02-27,Present
EMP0095,2026-02-26,Present
EMP0095,2026-02-25,Present
EMP0096,2026-03-26,Present
EMP0096,2026-03-25,Present
EMP0096,2026-03-24,Absent
EMP0096,2026-03-23,Present
EMP0096,2026-03-22,Present
EMP0096,2026-03-21,Present
EMP0096,2026-03-20,Present
EMP0096,2026-03-19,Work From Home
EMP0096,2026-03-18,Present
EMP0096,2026-03-17,Present
EMP0096,2026-03-16,Work From Home
EMP0096,2026-03-15,Present
EMP0096,2026-03-14,Present
EMP0096,2026-03-13,Present
EMP0096,2026-03-12,Present
EMP0096,2026-03-11,Absent
EMP0096,2026-03-10,Work From Home
EMP0096,2026-03-09,Absent
EMP0096,2026-03-08,Present
EMP0096,2026-03-07,Present
EMP0096,2026-03-06,Absent
EMP0096,2026-03-05,Present
EMP0096,2026-03-04,Present
EMP0096,2026-03-03,Present
EMP0096,2026-03-02,Present
EMP0096,2026-03-01,Present
EMP0096,2026-02-28,Absent
EMP0096,2026-02-27,Present
EMP0096,2026-02-26,Absent
EMP0096,2026-02-25,Present
EMP0097,2026-03-26,Work From Home
EMP0097,2026-03-25,Present
EMP0097,2026-03-24,Work From Home
EMP0097,2026-03-23,Present
EMP0097,2026-03-22,Present
EMP0097,2026-03-21,Present
EMP0097,2026-03-20,Present
EMP0097,2026-03-19,Present
EMP0097,2026-03-18,Present
EMP0097,2026-03-17,Present
EMP0097,2026-03-16,Present
EMP0097,2026-03-15,Present
EMP0097,2026-03-14,Present
EMP0097,2026-03-13,Present
EMP0097,2026-03-12,Present
EMP0097,2026-03-11,Work From Home
EMP0097,2026-03-10,Present
EMP0097,2026-03-09,Absent
EMP0097,2026-03-08,Present
EMP0097,2026-03-07,Present
EMP0097,2026-03-06,Present
EMP0097,2026-03-05,Present
EMP0097,2026-03-04,Absent
EMP0097,2026-03-03,Present
EMP0097,2026-03-02,Present
EMP0097,2026-03-01,Present
EMP0097,2026-02-28,Work From Home
EMP0097,2026-02-27,Present
EMP0097,2026-02-26,Present
EMP0097,2026-02-25,Work From Home
EMP0098,2026-03-26,Present
EMP0098,2026-03-25,Present
EMP0098,2026-03-24,Present
EMP0098,2026-03-23,Present
EMP0098,2026-03-22,Present
EMP0098,2026-03-21,Work From Home
EMP0098,2026-03-20,Present
EMP0098,2026-03-19,Present
EMP0098,2026-03-18,Present
EMP0098,2026-03-17,Present
EMP0098,2026-03-16,Present
EMP0098,2026-03-15,Work From Home
EMP0098,2026-03-14,Work From Home
EMP0098,2026-03-13,Work From Home
EMP0098,2026-03-12,Present
EMP0098,2026-03-11,Present
EMP0098,2026-03-10,Present
EMP0098,2026-03-09,Present
EMP0098,2026-03-08,Work From Home
EMP0098,2026-03-07,Work From Home
EMP0098,2026-03-06,Present
EMP0098,2026-03-05,Present
EMP0098,2026-03-04,Present
EMP0098,2026-03-03,Absent
EMP0098,2026-03-02,Present
EMP0098,2026-03-01,Absent
EMP0098,2026-02-28,Work From Home
EMP0098,2026-02-27,Present
EMP0098,2026-02-26,Present
EMP0098,2026-02-25,Work From Home
EMP0099,2026-03-26,Present
EMP0099,2026-03-25,Work From Home
EMP0099,2026-03-24,Present
EMP0099,2026-03-23,Work From Home
EMP0099,2026-03-22,Present
EMP0099,2026-03-21,Present
EMP0099,2026-03-20,Present
EMP0099,2026-03-19,Work From Home
EMP0099,2026-03-18,Absent
EMP0099,2026-03-17,Work From Home
EMP0099,2026-03-16,Present
EMP0099,2026-03-15,Present
EMP0099,2026-03-14,Work From Home
EMP0099,2026-03-13,Present
EMP0099,2026-03-12,Present
EMP0099,2026-03-11,Present
EMP0099,2026-03-10,Present
EMP0099,2026-03-09,Present
EMP0099,2026-03-08,Work From Home
EMP0099,2026-03-07,Present
EMP0099,2026-03-06,Present
EMP0099,2026-03-05,Present
EMP0099,2026-03-04,Present
EMP0099,2026-03-03,Present
EMP0099,2026-03-02,Present
EMP0099,2026-03-01,Present
EMP0099,2026-02-28,Present
EMP0099,2026-02-27,Present
EMP0099,2026-02-26,Present
EMP0099,2026-02-25,Present
EMP0100,2026-03-26,Work From Home
EMP0100,2026-03-25,Present
EMP0100,2026-03-24,Work From Home
EMP0100,2026-03-23,Present
EMP0100,2026-03-22,Present
EMP0100,2026-03-21,Present
EMP0100,2026-03-20,Present
EMP0100,2026-03-19,Present
EMP0100,2026-03-18,Present
EMP0100,2026-03-17,Present
EMP0100,2026-03-16,Present
EMP0100,2026-03-15,Present
EMP0100,2026-03-14,Present
EMP0100,2026-03-13,Present
EMP0100,2026-03-12,Present
EMP0100,2026-03-11,Present
EMP0100,2026-03-10,Present
EMP0100,2026-03-09,Absent
EMP0100,2026-03-08,Absent
EMP0100,2026-03-07,Present
EMP0100,2026-03-06,Work From Home
EMP0100,2026-03-05,Present
EMP0100,2026-03-04,Present
EMP0100,2026-03-03,Present
EMP0100,2026-03-02,Present
EMP0100,2026-03-01,Absent
EMP0100,2026-02-28,Present
EMP0100,2026-02-27,Present
EMP0100,2026-02-26,Present
EMP0100,2026-02-25,Present
EMP0101,2026-03-26,Work From Home
EMP0101,2026-03-25,Work From Home
EMP0101,2026-03-24,Present
EMP0101,2026-03-23,Present
EMP0101,2026-03-22,Present
EMP0101,2026-03-21,Present
EMP0101,2026-03-20,Present
EMP0101,2026-03-19,Present
EMP0101,2026-03-18,Present
EMP0101,2026-03-17,Present
EMP0101,2026-03-16,Work From Home
EMP0101,2026-03-15,Present
EMP0101,2026-03-14,Absent
EMP0101,2026-03-13,Present
EMP0101,2026-03-12,Present
EMP0101,2026-03-11,Absent
EMP0101,2026-03-10,Present
EMP0101,2026-03-09,Work From Home
EMP0101,2026-03-08,Present
EMP0101,2026-03-07,Present
EMP0101,2026-03-06,Present
EMP0101,2026-03-05,Present
EMP0101,2026-03-04,Work From Home
EMP0101,2026-03-03,Absent
EMP0101,2026-03-02,Work From Home
EMP0101,2026-03-01,Absent
EMP0101,2026-02-28,Present
EMP0101,2026-02-27,Present
EMP0101,2026-02-26,Present
EMP0101,2026-02-25,Work From Home
EMP0102,2026-03-26,Work From Home
EMP0102,2026-03-25,Present
EMP0102,2026-03-24,Present
EMP0102,2026-03-23,Present
EMP0102,2026-03-22,Present
